customer_id,language_preference,loyalty_status,opt_in_status,date,revenue
1760065507,EN,False,True,2019-12-30,49.0
1989342812,EN,True,True,2020-02-10,87.12
1989342812,EN,False,True,2020-05-13,43.0
1594469163,EN,False,True,2020-04-07,36.0
1100164806,EN,True,False,2019-06-05,87.11
1100164806,EN,False,False,2020-01-10,41.0
1100164806,EN,False,False,2021-08-14,46.0
1612094066,EN,False,True,2021-02-13,48.87
1774403367,EN,True,True,2019-10-27,84.12
1550003901,EN,False,True,2018-04-04,49.0
1580209626,EN,False,True,2020-03-24,50.0
1898117366,EN,False,True,2021-07-31,50.0
1404508895,EN,False,True,2019-11-30,41.0
1234341188,EN,False,True,2018-07-24,53.0
1275868640,EN,True,True,2019-10-03,87.19
1408147853,EN,False,True,2019-10-07,61.8
1408147853,EN,True,True,2020-07-28,87.12
1408147853,EN,False,True,2021-09-04,37.0
1783490738,EN,False,True,2019-05-15,50.0
1641977281,EN,True,True,2019-03-23,87.12
1641977281,EN,False,True,2019-04-28,39.0
1641977281,EN,False,True,2021-07-13,40.0
1595053239,EN,True,False,2018-04-21,87.12
1112775642,EN,False,True,2018-10-11,45.0
1334778678,ES,False,True,2019-05-22,70.47
1421452516,EN,False,True,2018-07-08,42.0
1566095508,EN,False,True,2019-12-30,47.0
1976103981,EN,False,True,2021-12-30,45.0
1780948366,EN,False,True,2019-09-10,43.0
1340842982,FR,False,True,2021-11-04,43.0
1070904584,EN,False,True,2020-07-23,51.0
1883446543,EN,True,True,2021-02-05,87.12
1318004544,EN,True,True,2019-10-05,87.12
1312631424,EN,False,False,2018-02-04,12.55
1851409123,EN,False,True,2019-07-26,56.0
1089719642,EN,False,True,2018-09-16,40.0
1700063118,EN,False,True,2019-10-18,52.0
1879129414,EN,False,True,2018-02-04,16.97
1879129414,EN,True,True,2021-02-07,87.12
1823894303,EN,False,True,2020-06-20,47.0
1336851156,EN,False,True,2018-07-14,53.0
1336851156,EN,False,True,2019-09-10,49.0
1336851156,EN,False,True,2021-07-28,47.0
1336851156,EN,True,True,2021-07-30,87.12
1616037696,EN,True,True,2020-04-29,87.12
1616037696,EN,False,True,2021-01-26,47.0
1143786875,EN,False,True,2020-01-27,48.0
1127449523,EN,False,True,2018-05-09,45.0
1579376039,EN,False,False,2019-09-07,55.0
1750578148,EN,True,True,2019-12-08,87.12
1185558447,EN,True,True,2018-03-31,87.12
1763324910,EN,False,True,2019-08-22,52.0
1597744719,EN,False,True,2018-04-12,68.0
1106212029,EN,True,False,2019-04-20,87.12
1605059128,EN,False,True,2021-09-21,43.0
1471457435,EN,False,True,2018-03-08,89.48
1471457435,EN,True,True,2021-08-15,87.12
1965338129,EN,False,True,2020-05-14,14.39
1937015893,EN,True,True,2020-01-05,87.12
1836165442,EN,False,True,2018-06-30,113.93
1489831721,EN,False,True,2021-12-10,45.02
1243328022,EN,False,True,2020-10-30,50.0
1154115902,EN,False,True,2020-07-30,50.0
1230462874,EN,False,True,2018-07-22,39.0
1758318837,EN,False,True,2019-11-16,44.0
1592807989,EN,False,True,2018-11-10,42.0
1592807989,EN,False,True,2021-05-23,41.0
1658249632,EN,False,True,2021-06-23,44.0
1243340693,EN,False,False,2019-03-10,41.0
1981750324,FR,True,True,2020-09-06,87.12
1981750324,EN,True,True,2021-06-04,87.12
1266382858,EN,True,True,2020-04-10,87.12
1534006153,EN,False,True,2018-05-13,42.0
1667328339,FR,False,True,2020-08-09,52.0
1531136073,EN,False,True,2020-01-17,42.0
1905458998,EN,False,True,2019-08-13,54.0
1673840611,EN,True,True,2018-03-11,87.12
1673840611,ES,False,True,2018-07-26,65.0
1673840611,EN,False,True,2019-05-14,48.0
1673840611,EN,False,True,2020-05-15,106.98
1703932071,EN,False,True,2020-10-06,39.0
1194515119,EN,False,True,2019-11-16,46.0
1290445365,EN,True,True,2020-08-22,87.12
1408492495,EN,False,True,2019-10-14,47.0
1408492495,EN,False,True,2021-11-07,47.0
1293590670,EN,True,True,2021-04-09,87.12
1299906982,EN,False,True,2018-03-28,39.0
1764802998,EN,True,False,2018-07-16,87.12
1798048947,EN,False,True,2019-01-26,46.0
1798048947,EN,False,True,2021-03-11,45.0
1945731853,EN,True,True,2021-12-16,87.12
1950874916,EN,False,True,2020-05-29,46.0
1801875329,EN,False,True,2020-07-30,33.0
1734923493,FR,False,True,2019-02-11,43.0
1734923493,EN,True,True,2020-02-21,87.12
1734923493,EN,False,True,2021-04-10,49.0
1031013444,EN,False,True,2020-02-17,44.0
1511749548,EN,True,True,2020-12-09,87.12
1468402511,EN,False,True,2018-11-07,46.0
1468402511,EN,False,True,2021-09-06,48.0
1780937780,EN,True,True,2018-02-03,87.12
1780937780,EN,False,True,2019-07-19,41.0
1177034870,EN,True,True,2020-06-15,87.12
1717674380,EN,False,True,2018-05-28,41.0
1203709057,EN,False,True,2019-04-05,31.0
1366857605,EN,True,True,2020-03-08,87.12
1703027610,EN,True,True,2018-10-02,87.12
1383984476,EN,True,True,2019-03-31,87.12
1383984476,EN,False,True,2019-08-31,128.47
1884810681,ES,False,True,2021-08-03,37.0
1733305277,EN,False,True,2018-01-15,50.0
1589435316,EN,False,True,2018-03-05,44.0
1793158196,EN,True,True,2020-07-06,87.12
1005806937,FR,False,True,2019-11-29,48.0
1104391652,EN,True,True,2019-08-23,87.12
1049960472,EN,False,True,2019-07-09,25.12
1293989405,EN,False,True,2021-05-09,56.0
1988746985,EN,False,True,2018-04-18,57.0
1167577040,EN,True,True,2019-09-19,87.12
1534086854,EN,False,True,2020-11-16,45.0
1108020416,EN,False,True,2018-08-17,32.0
1380605577,EN,False,True,2019-10-28,50.0
1380605577,EN,True,True,2019-12-06,87.12
1819714329,EN,False,True,2021-09-03,52.0
1043790516,EN,False,True,2021-11-11,62.0
1515720597,EN,False,True,2021-01-26,47.0
1834864566,EN,False,True,2018-04-21,49.0
1876572164,EN,False,True,2020-04-27,44.0
1226940968,EN,False,True,2018-07-05,48.0
1604813140,EN,False,True,2020-12-04,47.0
1412379209,EN,True,True,2019-10-25,87.12
1222321992,EN,False,True,2021-11-05,54.86
1824018032,EN,True,True,2020-11-19,87.12
1642336615,EN,True,True,2020-03-07,87.12
1642336615,EN,False,True,2021-01-18,50.0
1642336615,EN,True,True,2021-10-18,87.12
1642336615,EN,False,True,2021-12-19,47.0
1601067434,FR,False,False,2019-05-30,50.0
1355716017,ES,False,True,2019-07-06,53.0
1837770454,EN,False,True,2018-08-28,61.0
1105924790,EN,False,True,2021-08-03,48.0
1105924790,EN,True,True,2021-11-03,87.12
1984535325,EN,True,True,2020-12-31,87.12
1789907714,EN,False,False,2020-06-07,100.48
1710738385,EN,False,True,2018-09-05,46.0
1710738385,EN,False,True,2020-11-18,47.0
1710738385,EN,False,True,2021-05-27,51.0
1059234181,EN,False,True,2019-06-28,44.0
1893247021,EN,False,True,2018-07-23,55.0
1321897626,EN,False,True,2019-08-23,42.0
1321897626,EN,True,True,2020-12-08,87.12
1321897626,EN,True,True,2021-12-16,87.12
1285393132,EN,True,False,2021-06-07,87.12
1036083776,EN,False,True,2018-09-02,51.0
1988843843,EN,False,True,2018-05-19,37.0
1988843843,EN,True,True,2019-04-09,87.12
1988843843,EN,False,True,2021-02-20,60.0
1988843843,EN,False,True,2021-10-29,51.0
1249611730,EN,True,True,2021-01-24,87.12
1172148668,EN,False,True,2020-05-15,45.0
1927531636,EN,False,True,2021-01-06,49.0
1062657993,EN,False,True,2021-07-10,50.0
1535632541,EN,False,False,2019-04-30,49.0
1219239639,EN,False,True,2019-11-29,47.0
1219239639,EN,False,True,2020-04-01,37.0
1986162345,EN,False,True,2018-06-25,49.0
1851223718,EN,True,False,2020-02-22,87.12
1897525032,EN,False,True,2019-10-28,49.0
1540877548,EN,True,True,2019-02-13,87.12
1854061315,EN,False,True,2019-11-09,49.0
1854061315,EN,False,True,2020-01-14,133.84
1854061315,EN,False,True,2020-10-29,40.0
1854061315,EN,True,True,2021-12-13,87.12
1746982033,EN,False,True,2021-03-11,45.0
1215853428,FR,False,True,2021-08-17,42.0
1266615865,EN,False,True,2019-05-30,54.0
1805796680,EN,False,True,2019-02-27,54.0
1793916231,EN,True,True,2019-06-23,87.12
1793916231,EN,True,True,2021-02-10,87.12
1055769597,EN,False,True,2021-10-10,46.0
1735995356,FR,False,True,2018-06-05,40.01
1735995356,EN,False,True,2019-08-13,46.0
1011231078,EN,True,True,2020-05-25,87.12
1031456118,EN,True,True,2021-08-27,87.12
1224852460,ES,False,True,2020-12-20,48.0
1806067006,EN,False,True,2018-07-01,44.0
1021317833,EN,True,True,2018-09-14,87.12
1347545137,EN,False,False,2018-06-06,45.0
1727977759,EN,True,False,2020-11-27,87.12
1303668655,EN,False,True,2019-01-25,48.0
1106236350,ES,False,True,2020-04-28,49.0
1895793335,EN,False,True,2020-03-01,57.0
1895793335,EN,False,True,2021-01-29,55.0
1328585929,EN,False,True,2019-05-10,51.0
1669552528,EN,True,True,2021-02-07,87.12
1969698887,EN,False,True,2021-01-17,44.0
1227969467,EN,False,True,2019-04-16,46.0
1693092981,EN,False,True,2021-10-06,34.0
1510201049,EN,True,True,2021-11-15,87.12
1164118167,EN,False,True,2019-02-08,41.0
1383157905,EN,True,True,2021-04-14,87.12
1367168362,EN,True,True,2018-02-15,87.12
1367168362,FR,False,True,2018-06-16,48.0
1367168362,EN,True,True,2019-01-21,87.12
1880054014,EN,False,True,2021-11-09,50.0
1016305281,EN,False,True,2020-01-23,56.0
