customer_id,date,tax
1949220956,2021-12-01,3.5376
1606662842,2021-12-01,4.5824
1927428863,2021-12-01,3.4464
1301662802,2021-12-01,5.816000000000001
1371842423,2021-12-01,7.521599999999999
1608561052,2021-12-01,9.688
1140944748,2021-12-01,7.896000000000001
1094444633,2021-12-01,3.0272000000000006
1001259466,2021-12-01,9.0296
1421806426,2021-12-01,0.9448000000000001
1200565832,2021-12-01,0.6256
1905061293,2021-12-01,5.124
1633442830,2021-12-01,5.340800000000001
1480251833,2021-12-01,4.0360000000000005
1871539033,2021-12-01,7.796799999999999
1279013997,2021-12-01,2.4184
1360676933,2021-12-01,9.7112
1709505467,2021-12-01,9.5248
1775733642,2021-12-01,8.794400000000001
1945144864,2021-12-01,1.92
1815287006,2021-12-01,2.5504
1307355211,2021-12-01,4.2896
1386748103,2021-12-01,6.620800000000001
1867229843,2021-12-01,9.3008
1162458697,2021-12-01,5.4752
1670117743,2021-12-01,1.94
1739601393,2021-12-01,9.4568
1181186787,2021-12-01,9.7416
1908412636,2021-12-01,2.8327999999999998
1646056128,2021-12-01,6.2592
1810074836,2021-12-01,7.620800000000001
1954910127,2021-12-01,5.218400000000001
1524078535,2021-12-01,7.384
1574301453,2021-12-01,7.9872000000000005
1982980144,2021-12-01,5.6288
1378620622,2021-12-01,3.2568
1034771971,2021-12-01,5.3968
1709296877,2021-12-01,2.452
1265307814,2021-12-01,0.31120000000000003
1868639059,2021-12-01,7.62
1033870297,2021-12-01,5.9408
1878104259,2021-12-01,2.7119999999999997
1280438487,2021-12-01,3.3360000000000003
1998249408,2021-12-01,7.8672
1339264663,2021-12-01,9.6264
1829524548,2021-12-01,3.6128
1010798975,2021-12-01,7.3488
1107447983,2021-12-01,8.1912
1585338882,2021-12-01,0.6504000000000001
1039974645,2021-12-01,2.9408
1559847130,2021-12-01,8.2168
1496162700,2021-12-01,7.3832
1711287840,2021-12-01,9.614400000000002
1144774605,2021-12-01,5.296799999999999
1521304711,2021-12-01,6.0088
1105208841,2021-12-01,2.2032
1944156275,2021-12-01,1.3016
1479274974,2021-12-01,3.0632
1990344516,2021-12-01,2.2319999999999998
1835055089,2021-12-01,7.3184000000000005
1726684062,2021-12-01,9.1792
1110684339,2021-12-01,9.9008
1542114233,2021-12-01,8.1192
1320781200,2021-12-01,6.324800000000001
1404695070,2021-12-01,9.9688
1119386119,2021-12-01,7.4304
1778071181,2021-12-01,7.096
1221849003,2021-12-01,6.7728
1242302027,2021-12-01,4.5976
1400467663,2021-12-01,8.396
1785370102,2021-12-01,9.708
1659339692,2021-12-01,4.8656
1501112158,2021-12-01,2.8872000000000004
1045326141,2021-12-01,8.2792
1556788811,2021-12-01,3.3568000000000002
1726423233,2021-12-01,8.2224
1370778587,2021-12-01,5.6328
1723722601,2021-12-01,2.576
1534473509,2021-12-01,1.3656000000000001
1256290135,2021-12-01,7.0872
1108909652,2021-12-01,0.4048
1774645640,2021-12-01,4.5432
1773907140,2021-12-01,4.7
1937468778,2021-12-01,4.9376
1299104982,2021-12-01,9.3104
1884436237,2021-12-01,0.8112
1287758695,2021-12-01,7.124
1320380379,2021-12-01,1.8616
1106363091,2021-12-01,3.7712000000000003
1405438332,2021-12-01,7.6984
1196177112,2021-12-01,5.7384
1416932294,2021-12-01,5.1984
1322082150,2021-12-01,0.4328
1700598245,2021-12-01,1.4232
1732443974,2021-12-01,4.3392
1489212473,2021-12-01,9.3552
1494462230,2021-12-01,8.8856
1638632765,2021-12-01,3.8584
1617179503,2021-12-01,7.700800000000001
1462543595,2021-12-01,4.9448
1710993801,2021-12-01,5.3024000000000004
1756605258,2021-12-01,0.4152
1021900026,2021-12-01,7.72
1852062585,2021-12-01,4.648000000000001
1194029959,2021-12-01,7.9368
1083270277,2021-12-01,9.3064
1444496286,2021-12-01,8.7672
1923449153,2021-12-01,8.6376
1617306469,2021-12-01,6.492000000000001
1506271302,2021-12-01,4.4104
1085290605,2021-12-01,3.1727999999999996
1090938672,2021-12-01,7.232
1888695663,2021-12-01,2.2664
1305640243,2021-12-01,9.024
1861930877,2021-12-01,2.7527999999999997
1510658136,2021-12-01,1.5976
1702900666,2021-12-01,8.0104
1349938280,2021-12-01,5.0296
1997124948,2021-12-01,8.3184
1233494081,2021-12-01,3.132
1612263774,2021-12-01,4.6232
1306015688,2021-12-01,0.4472
1932386641,2021-12-01,7.6832
1081898809,2021-12-01,8.8816
1006861300,2021-12-01,9.872
1247192926,2021-12-02,0.8456
1718093778,2021-12-02,4.9776
1572156523,2021-12-02,9.4128
1292543347,2021-12-02,6.1672
1174391553,2021-12-02,1.392
1853206624,2021-12-02,6.9768
1280199235,2021-12-02,3.028
1395531369,2021-12-02,1.2296
1750358495,2021-12-02,1.6616
1918948279,2021-12-02,0.9736
1476314078,2021-12-02,2.7384
1812250996,2021-12-02,3.0672
1741606963,2021-12-02,8.5648
1423600380,2021-12-02,7.6152
1340552789,2021-12-02,7.416
1045348763,2021-12-02,4.468
1683608804,2021-12-02,1.4136000000000002
1890869749,2021-12-02,5.772
1311306878,2021-12-02,3.6888
1934773062,2021-12-02,5.0616
1914756342,2021-12-02,8.0744
1823243479,2021-12-02,2.8728
1071083481,2021-12-02,2.8608
1728773990,2021-12-02,8.2672
1735538376,2021-12-02,6.0576
1997212785,2021-12-02,6.373600000000001
1988587299,2021-12-02,1.064
1229209036,2021-12-02,6.443200000000001
1417839894,2021-12-02,9.8648
1885394949,2021-12-02,8.0392
1428699946,2021-12-02,6.6255999999999995
1192222066,2021-12-02,9.4672
1177350983,2021-12-02,0.96
1892103451,2021-12-02,1.7384000000000002
1819179212,2021-12-02,7.1952
1491190138,2021-12-02,5.1432
1222293740,2021-12-02,8.3408
1954857782,2021-12-02,6.505599999999999
1507204070,2021-12-02,0.5224
1149638414,2021-12-02,1.9376
1457183799,2021-12-02,2.88
1445262216,2021-12-02,1.3392
1589575696,2021-12-02,0.45520000000000005
1917896021,2021-12-02,6.7264
1143697577,2021-12-02,6.659199999999999
1083903930,2021-12-02,6.9528
1772077942,2021-12-02,3.3552
1245946891,2021-12-02,2.6696
1125787719,2021-12-02,0.3008
1543010016,2021-12-02,5.088
1080625653,2021-12-02,0.7872
1342232228,2021-12-02,7.688
1790007985,2021-12-02,5.296
1518777274,2021-12-02,4.4104
1805449695,2021-12-02,2.716
1474279388,2021-12-02,6.307200000000001
1010659070,2021-12-02,3.2472000000000003
1355353201,2021-12-02,5.0488
1995960502,2021-12-02,2.6232
1914366534,2021-12-02,3.4816000000000003
1990156321,2021-12-02,5.0944
1984451087,2021-12-02,2.336
1197081512,2021-12-02,7.6336
1191480016,2021-12-02,4.0368
1926763072,2021-12-02,1.4472
1896558101,2021-12-02,0.536
1299882743,2021-12-02,7.444800000000001
1016723078,2021-12-02,7.1576
1941722611,2021-12-02,1.5912000000000002
1488786432,2021-12-02,2.9408
1164153313,2021-12-02,6.5296
1092224715,2021-12-02,0.9208
1020427585,2021-12-02,5.7352
1597644484,2021-12-02,6.4456
1460682815,2021-12-02,5.6736
1408349620,2021-12-02,9.327200000000001
1906472947,2021-12-02,1.7648
1645841704,2021-12-02,9.4304
1004435362,2021-12-02,7.2264
1514654653,2021-12-02,4.3888
1353018380,2021-12-02,0.9231999999999999
1201985942,2021-12-02,1.82
1906433598,2021-12-02,2.7432
1547491530,2021-12-02,6.000800000000001
1214999243,2021-12-02,2.6608
1783398512,2021-12-02,7.1288
1914221793,2021-12-02,4.212
1587804100,2021-12-02,4.048
1023966646,2021-12-02,2.6632
1034108123,2021-12-02,3.0856
1011020526,2021-12-02,1.3272
1454561794,2021-12-02,5.6584
1552173358,2021-12-02,3.4848000000000003
1832348826,2021-12-02,5.2472
