customer_id,date,revenue,tax
1317732484,2022-01-01,76.61,6.971509999999999
1027883713,2022-01-01,55.73,5.071429999999999
1207311620,2022-01-01,21.37,1.9446700000000001
1490953893,2022-01-01,68.05,6.19255
1106522147,2022-01-01,55.08,5.01228
1834921306,2022-01-01,117.72,10.71252
1694820953,2022-01-01,112.71,10.256609999999998
1727581387,2022-01-01,15.19,1.38229
1371403004,2022-01-01,82.44,7.502039999999999
1597256157,2022-01-01,24.47,2.2267699999999997
1629847792,2022-01-01,60.42,5.49822
1702201213,2022-01-01,34.92,3.17772
1537876523,2022-01-01,35.08,3.19228
1241375283,2022-01-01,36.37,3.3096699999999997
1707953731,2022-01-01,88.1,8.0171
1251549300,2022-01-01,98.47,8.96077
1371501490,2022-01-01,16.28,1.4814800000000001
1602598579,2022-01-01,116.86,10.63426
1596794038,2022-01-01,9.71,0.88361
1889125177,2022-01-01,68.78,6.25898
1534661279,2022-01-01,104.5,9.5095
1309298044,2022-01-01,121.1,11.0201
1664092480,2022-01-01,91.38,8.315579999999999
1207131157,2022-01-01,43.75,3.9812499999999997
1690458874,2022-01-01,75.74,6.892339999999999
1477881053,2022-01-01,21.18,1.9273799999999999
1884717495,2022-01-01,88.58,8.06078
1228615184,2022-01-01,14.19,1.2912899999999998
1759869966,2022-01-01,35.56,3.23596
1153249864,2022-01-01,61.74,5.61834
1960626359,2022-01-01,8.77,0.79807
1137366814,2022-01-01,68.61,6.24351
1507785020,2022-01-01,32.66,2.9720599999999995
1369963379,2022-01-01,61.57,5.60287
1496871135,2022-01-01,6.51,0.59241
1760735716,2022-01-01,93.91,8.54581
1686886187,2022-01-01,92.77,8.44207
1978085446,2022-01-01,51.63,4.69833
1658055669,2022-01-01,108.07,9.83437
1422664030,2022-01-01,54.83,4.989529999999999
1304910813,2022-01-01,44.96,4.09136
1535598369,2022-01-01,109.54,9.96814
1318042281,2022-01-01,106.27,9.67057
1224503333,2022-01-01,124.09,11.29219
1612888823,2022-01-01,45.37,4.12867
1893364843,2022-01-01,56.45,5.13695
1076474892,2022-01-01,98.4,8.9544
1705753647,2022-01-01,16.2,1.4742
1050286707,2022-01-01,5.86,0.5332600000000001
1050074509,2022-01-01,109.55,9.96905
1652637249,2022-01-01,122.7,11.1657
1901752592,2022-01-01,60.04,5.46364
1466232571,2022-01-01,42.25,3.84475
1995381819,2022-01-01,6.66,0.60606
1544330745,2022-01-01,86.43,7.865130000000001
1780892287,2022-01-01,15.94,1.45054
1915521413,2022-01-01,19.97,1.81727
1371792802,2022-01-01,115.11,10.47501
1582124100,2022-01-01,52.53,4.7802299999999995
1130965507,2022-01-01,88.0,8.008
1190578829,2022-01-01,56.21,5.11511
1049294666,2022-01-01,6.04,0.54964
1380530883,2022-01-01,5.39,0.49049
1371905292,2022-01-01,75.41,6.86231
1548557078,2022-01-01,19.84,1.80544
1867179336,2022-01-01,79.45,7.22995
1931881244,2022-01-01,113.64,10.341239999999999
1944507792,2022-01-01,72.56,6.60296
1149407477,2022-01-01,107.22,9.757019999999999
1608003315,2022-01-01,78.04,7.101640000000001
1339334904,2022-01-01,48.89,4.44899
1697128708,2022-01-01,13.52,1.2303199999999999
1840790109,2022-01-01,59.64,5.42724
1445432475,2022-01-01,102.55,9.332049999999999
1949992809,2022-01-01,73.31,6.67121
1425107215,2022-01-01,21.9,1.9929
1710842319,2022-01-01,21.84,1.9874399999999999
1289189720,2022-01-01,115.36,10.49776
1248252463,2022-01-01,65.18,5.931380000000001
1066150602,2022-01-01,48.88,4.44808
1666006722,2022-01-01,21.59,1.9646899999999998
1700720054,2022-01-01,10.8,0.9828
1457933570,2022-01-01,75.63,6.88233
1981864907,2022-01-01,86.19,7.84329
1081221564,2022-01-01,64.03,5.8267299999999995
1335243419,2022-01-01,62.96,5.72936
1722053237,2022-01-01,36.64,3.33424
1611698767,2022-01-01,113.15,10.29665
1974869964,2022-01-01,24.21,2.20311
1334846131,2022-01-01,107.09,9.745190000000001
1358033119,2022-01-01,43.22,3.93302
1470987106,2022-01-01,14.94,1.35954
1756801315,2022-01-01,96.87,8.81517
1486116222,2022-01-01,68.08,6.1952799999999995
1085848654,2022-01-01,95.33,8.67503
1725945194,2022-01-01,27.0,2.457
1369856849,2022-01-01,11.22,1.02102
1930355376,2022-01-01,45.08,4.1022799999999995
1151424296,2022-01-01,16.77,1.5260699999999998
1812008444,2022-01-01,86.16,7.840559999999999
1997114194,2022-01-01,9.36,0.85176
1949054767,2022-01-01,27.28,2.4824800000000002
1104712089,2022-01-01,77.11,7.01701
1909526700,2022-01-01,27.14,2.46974
1495987465,2022-01-01,113.96,10.37036
1957448114,2022-01-01,51.08,4.64828
1424051753,2022-01-01,54.34,4.94494
1087237417,2022-01-01,25.39,2.31049
1077662426,2022-01-01,19.48,1.77268
1934187234,2022-01-01,13.12,1.1939199999999999
1520610823,2022-01-01,47.84,4.35344
1944468588,2022-01-01,19.11,1.73901
1185918415,2022-01-01,87.05,7.92155
1637041336,2022-01-01,90.77,8.260069999999999
1427338647,2022-01-01,55.33,5.03503
1783986636,2022-01-01,36.58,3.3287799999999996
1674309474,2022-01-01,21.94,1.99654
1412893353,2022-01-01,81.51,7.41741
1587484984,2022-01-01,37.54,3.41614
1832700311,2022-01-01,72.79,6.62389
1198349736,2022-01-01,117.22,10.667019999999999
1149922487,2022-01-01,82.79,7.53389
1015873483,2022-01-01,94.54,8.60314
1523500284,2022-01-01,69.62,6.33542
1675490062,2022-01-01,50.11,4.56001
1594922757,2022-01-01,81.43,7.4101300000000005
1408934242,2022-01-01,22.99,2.09209
1944741409,2022-01-01,5.37,0.48867
1571405445,2022-01-01,14.84,1.3504399999999999
1810401131,2022-01-01,122.64,11.16024
1891151808,2022-01-01,86.43,7.865130000000001
1096689944,2022-01-01,63.54,5.78214
1902286084,2022-01-01,85.09,7.74319
1641388027,2022-01-01,12.13,1.10383
1596838168,2022-01-01,99.39,9.04449
1210097611,2022-01-01,66.31,6.03421
1054111935,2022-01-01,84.74,7.711339999999999
1871017371,2022-01-02,86.71,7.890609999999999
1574331090,2022-01-02,119.77,10.89907
1455850507,2022-01-02,47.33,4.30703
1765987830,2022-01-02,56.5,5.1415
1479354007,2022-01-02,50.76,4.61916
1774759191,2022-01-02,117.51,10.69341
1505384260,2022-01-02,71.84,6.53744
1435703052,2022-01-02,97.76,8.89616
1507732526,2022-01-02,37.31,3.39521
1618980236,2022-01-02,21.52,1.9583199999999998
1823726788,2022-01-02,72.54,6.60114
1459973038,2022-01-02,70.18,6.386380000000001
1791414961,2022-01-02,81.42,7.40922
1290067325,2022-01-02,117.53,10.69523
1820725278,2022-01-02,41.03,3.73373
1393840056,2022-01-02,91.13,8.292829999999999
1418036318,2022-01-02,55.18,5.02138
1818726216,2022-01-02,112.59,10.24569
1953887522,2022-01-02,90.13,8.20183
1409376102,2022-01-02,102.25,9.30475
1889796134,2022-01-02,107.0,9.737
1838831069,2022-01-02,27.3,2.4843
1914528076,2022-01-02,83.75,7.62125
1799955771,2022-01-02,83.98,7.64218
1934574164,2022-01-02,34.22,3.11402
1403791337,2022-01-02,31.47,2.8637699999999997
1130229886,2022-01-02,86.26,7.84966
1937990721,2022-01-02,72.88,6.632079999999999
1199019249,2022-01-02,9.98,0.90818
1419403347,2022-01-02,101.06,9.19646
1688749530,2022-01-02,49.75,4.5272499999999996
1096391522,2022-01-02,12.49,1.13659
1041683782,2022-01-02,113.13,10.29483
1013724262,2022-01-02,113.69,10.34579
1847094454,2022-01-02,16.65,1.5151499999999998
1263879436,2022-01-02,87.25,7.93975
1610179152,2022-01-02,37.51,3.41341
1450558347,2022-01-02,93.14,8.47574
1507077388,2022-01-02,61.12,5.56192
1218386089,2022-01-02,5.32,0.48412
1519621771,2022-01-02,95.84,8.72144
1018589618,2022-01-02,11.51,1.04741
1689969976,2022-01-02,119.52,10.87632
1492968939,2022-01-02,7.53,0.68523
1818306096,2022-01-02,24.76,2.2531600000000003
1855655075,2022-01-02,57.98,5.276179999999999
1950225278,2022-01-02,120.15,10.93365
1433288410,2022-01-02,96.09,8.74419
1167577040,2022-01-02,65.25,5.937749999999999
1098631694,2022-01-02,124.94,11.369539999999999
1929917674,2022-01-02,6.85,0.62335
1747285211,2022-01-02,33.45,3.04395
1175865138,2022-01-02,49.26,4.48266
1404287312,2022-01-02,42.12,3.8329199999999997
1187339193,2022-01-02,71.07,6.467369999999999
1228424566,2022-01-02,109.59,9.97269
1492507412,2022-01-02,54.3,4.9413
1471005286,2022-01-02,53.96,4.91036
1527044613,2022-01-02,3.41,0.31031000000000003
1601652668,2022-01-02,96.89,8.81699
1407942158,2022-01-02,113.49,10.327589999999999
1392382724,2022-01-02,115.99,10.55509
1235263586,2022-01-02,16.89,1.53699
1429049555,2022-01-02,5.82,0.52962
1468803797,2022-01-02,52.6,4.7866
1098509555,2022-01-02,64.06,5.82946
1446556293,2022-01-02,63.56,5.78396
1736592953,2022-01-02,79.63,7.2463299999999995
1344878601,2022-01-02,98.86,8.99626
1999214707,2022-01-02,7.8,0.7098
1316389653,2022-01-02,49.78,4.52998
1607011591,2022-01-02,32.58,2.9647799999999997
1709247134,2022-01-02,84.92,7.72772
1166746373,2022-01-02,112.76,10.26116
1414255151,2022-01-02,65.3,5.9422999999999995
1296917769,2022-01-02,28.01,2.5489100000000002
1025779835,2022-01-02,7.5,0.6825
1195675228,2022-01-02,45.65,4.15415
1678061972,2022-01-02,5.02,0.45681999999999995
1133765077,2022-01-02,10.08,0.91728
1341793345,2022-01-02,82.77,7.532069999999999
1787735993,2022-01-02,68.4,6.2244
1201458456,2022-01-02,4.87,0.44317
1388565783,2022-01-02,58.15,5.29165
1354996877,2022-01-02,63.26,5.756659999999999
1325723777,2022-01-02,50.93,4.63463
1197195842,2022-01-02,51.35,4.67285
1256364768,2022-01-02,76.89,6.99699
1999939798,2022-01-02,46.62,4.24242
1556207103,2022-01-02,117.24,10.66884
1810054913,2022-01-02,79.74,7.256339999999999
1555926779,2022-01-02,17.63,1.6043299999999998
1113946403,2022-01-02,121.77,11.081069999999999
1247602807,2022-01-02,27.59,2.51069
1198488411,2022-01-02,121.08,11.018279999999999
1506765539,2022-01-02,86.07,7.832369999999999
1330006806,2022-01-02,18.83,1.7135299999999998
1609857817,2022-01-02,116.4,10.5924
1338896522,2022-01-02,114.25,10.396749999999999
1587536497,2022-01-02,78.92,7.18172
1835620217,2022-01-02,30.13,2.7418299999999998
1067916771,2022-01-02,48.79,4.43989
1238019980,2022-01-02,121.68,11.07288
1924320092,2022-01-02,88.11,8.01801
1208619394,2022-01-02,78.3,7.125299999999999
1895810311,2022-01-02,24.69,2.24679
1930259002,2022-01-02,94.3,8.581299999999999
1043590975,2022-01-02,26.81,2.43971
1783573849,2022-01-02,69.5,6.3245
1267701373,2022-01-02,26.73,2.43243
1522112054,2022-01-02,106.88,9.72608
1157612296,2022-01-02,53.74,4.89034
1244518964,2022-01-02,104.56,9.51496
1534369157,2022-01-02,8.72,0.79352
1539923351,2022-01-02,75.64,6.88324
1591835378,2022-01-02,8.89,0.80899
1429933372,2022-01-02,56.35,5.12785
1746443887,2022-01-02,85.41,7.772309999999999
1289471283,2022-01-02,65.03,5.91773
1239300796,2022-01-02,120.22,10.940019999999999
1976758981,2022-01-02,31.53,2.86923
1380615116,2022-01-02,21.99,2.0010899999999996
1440924470,2022-01-02,62.81,5.71571
1091190309,2022-01-02,25.3,2.3023
1126791760,2022-01-02,111.14,10.11374
1893699131,2022-01-02,76.79,6.98789
1204655380,2022-01-02,33.98,3.0921799999999995
1096113460,2022-01-02,5.33,0.48503
1821100758,2022-01-02,80.3,7.3073
1660215535,2022-01-02,103.93,9.45763
1662544659,2022-01-02,67.0,6.0969999999999995
1584527738,2022-01-02,112.41,10.22931
1266708953,2022-01-02,8.43,0.76713
1709821570,2022-01-02,5.57,0.50687
1390652234,2022-01-02,50.66,4.61006
1176149412,2022-01-02,79.33,7.21903
1684917688,2022-01-02,95.25,8.66775
1894745437,2022-01-02,27.63,2.5143299999999997
1325794379,2022-01-02,107.66,9.79706
1502967277,2022-01-02,64.59,5.87769
1055340223,2022-01-02,15.03,1.36773
1794690564,2022-01-02,81.48,7.414680000000001
1593691848,2022-01-02,65.56,5.96596
1558087227,2022-01-02,106.61,9.701509999999999
1562742941,2022-01-02,7.36,0.66976
1287637685,2022-01-02,95.57,8.696869999999999
1583019930,2022-01-02,117.62,10.70342
1985067090,2022-01-02,99.8,9.0818
1022301390,2022-01-02,87.99,8.00709
1804067633,2022-01-02,82.12,7.47292
1635246789,2022-01-02,86.75,7.8942499999999995
1098248603,2022-01-02,78.97,7.1862699999999995
1115786966,2022-01-02,101.97,9.27927
1292061526,2022-01-02,43.67,3.97397
1588172407,2022-01-02,73.33,6.67303
1350504676,2022-01-02,36.8,3.3487999999999998
1280898487,2022-01-02,76.47,6.9587699999999995
1781421247,2022-01-02,115.88,10.545079999999999
1760157173,2022-01-03,46.03,4.18873
1636380857,2022-01-03,45.47,4.13777
1196417064,2022-01-03,86.71,7.890609999999999
1625400503,2022-01-03,62.83,5.71753
1967483766,2022-01-03,70.25,6.3927499999999995
1615838547,2022-01-03,44.59,4.05769
1913837212,2022-01-03,80.65,7.33915
1983647399,2022-01-03,34.03,3.09673
1384221243,2022-01-03,88.08,8.015279999999999
1626250221,2022-01-03,92.53,8.42023
1810051981,2022-01-03,108.9,9.9099
1166455659,2022-01-03,82.3,7.489299999999999
1707859538,2022-01-03,97.56,8.87796
1276220194,2022-01-03,80.51,7.32641
1538944592,2022-01-03,119.69,10.89179
1731399648,2022-01-03,75.34,6.85594
1635248806,2022-01-03,118.43,10.77713
1107845242,2022-01-03,80.57,7.331869999999999
1906134936,2022-01-03,121.22,11.03102
1362112608,2022-01-03,19.82,1.80362
1635845294,2022-01-03,47.25,4.2997499999999995
1450616638,2022-01-03,124.82,11.358619999999998
1147199251,2022-01-03,96.41,8.773309999999999
1591537683,2022-01-03,20.36,1.85276
1227425485,2022-01-03,52.99,4.82209
1084755482,2022-01-03,67.05,6.10155
1185815248,2022-01-03,71.42,6.49922
1735512153,2022-01-03,57.67,5.24797
1264883098,2022-01-03,121.92,11.09472
1153427125,2022-01-03,83.57,7.604869999999999
1022582894,2022-01-03,32.79,2.9838899999999997
1208665049,2022-01-03,111.19,10.11829
1922263232,2022-01-03,43.13,3.92483
1957009770,2022-01-03,88.75,8.07625
1898588991,2022-01-03,46.04,4.18964
1582368985,2022-01-03,71.05,6.4655499999999995
1463829878,2022-01-03,79.99,7.279089999999999
1879627626,2022-01-03,39.98,3.6381799999999997
1868240978,2022-01-03,122.81,11.17571
1071807105,2022-01-03,12.91,1.17481
1232373482,2022-01-03,121.67,11.07197
1877924272,2022-01-03,31.09,2.82919
1622022550,2022-01-03,3.4,0.3094
1817789047,2022-01-03,35.64,3.24324
1565827118,2022-01-03,75.93,6.909630000000001
1527228397,2022-01-03,6.79,0.6178899999999999
1477413404,2022-01-03,73.1,6.652099999999999
1463899087,2022-01-03,35.96,3.27236
1726316948,2022-01-03,113.16,10.297559999999999
1212379752,2022-01-03,29.76,2.70816
1163343802,2022-01-03,44.3,4.0313
1926073042,2022-01-03,103.02,9.37482
1927756728,2022-01-03,97.06,8.83246
1089932685,2022-01-03,116.58,10.60878
1828526261,2022-01-03,83.46,7.594859999999999
1571583840,2022-01-03,48.8,4.440799999999999
1186528433,2022-01-03,106.0,9.645999999999999
1894996303,2022-01-03,108.08,9.83528
1689930415,2022-01-03,19.1,1.7381
1583127617,2022-01-03,5.58,0.50778
1899201414,2022-01-03,81.29,7.397390000000001
1271354803,2022-01-03,110.02,10.01182
1421969182,2022-01-03,123.98,11.28218
1151355795,2022-01-03,121.06,11.01646
1596400639,2022-01-03,111.05,10.10555
1641231563,2022-01-03,22.84,2.07844
1557732243,2022-01-03,20.98,1.9091799999999999
1390705096,2022-01-03,46.9,4.2679
1967070127,2022-01-03,105.3,9.5823
1395440464,2022-01-03,41.01,3.7319099999999996
1251144288,2022-01-03,30.79,2.8018899999999998
1117090235,2022-01-03,122.18,11.11838
1927653248,2022-01-03,40.9,3.7218999999999998
1003400910,2022-01-03,77.53,7.05523
1340850079,2022-01-03,26.03,2.3687300000000002
1139156647,2022-01-03,123.52,11.240319999999999
1386888561,2022-01-03,69.65,6.338150000000001
1718093778,2022-01-03,36.33,3.30603
1925881495,2022-01-03,65.2,5.9332
1715201185,2022-01-03,4.56,0.41495999999999994
1629236282,2022-01-03,90.76,8.25916
1636333833,2022-01-03,75.72,6.8905199999999995
1569641728,2022-01-03,117.09,10.65519
1289950818,2022-01-03,38.69,3.52079
1468195650,2022-01-03,116.54,10.60514
1680238957,2022-01-03,33.85,3.08035
1634093356,2022-01-03,105.7,9.6187
1241428254,2022-01-03,97.19,8.844289999999999
1849097891,2022-01-03,78.01,7.09891
1323086267,2022-01-03,109.24,9.94084
1864540406,2022-01-03,19.63,1.7863299999999998
1446391035,2022-01-03,52.93,4.81663
1648155721,2022-01-03,84.81,7.71771
1654953882,2022-01-03,94.95,8.64045
1740348600,2022-01-03,50.52,4.59732
1992583480,2022-01-03,23.22,2.1130199999999997
1958672590,2022-01-03,85.35,7.766849999999999
1000153111,2022-01-03,33.06,3.00846
1324301790,2022-01-03,110.85,10.087349999999999
1730404056,2022-01-03,124.89,11.36499
1162890374,2022-01-03,58.61,5.3335099999999995
1739541161,2022-01-03,16.13,1.46783
1925205284,2022-01-03,61.64,5.60924
1950636564,2022-01-03,3.7,0.3367
1988132585,2022-01-03,92.25,8.39475
1763119518,2022-01-03,89.41,8.13631
1834383444,2022-01-03,84.51,7.69041
1269019676,2022-01-03,86.53,7.87423
1831972489,2022-01-03,58.39,5.31349
1842822616,2022-01-03,73.5,6.6884999999999994
1199820183,2022-01-03,24.63,2.24133
1028582470,2022-01-03,44.85,4.08135
1173615558,2022-01-03,66.64,6.06424
1915526395,2022-01-03,39.98,3.6381799999999997
1183078036,2022-01-03,31.43,2.86013
